Unnamed: 0,battery_id,Cycle,RUL,RUL_diff,SOH,SOH_diff,ambient_temperature,Rct,discharge_current,discharge_voltage,charge_time,charge_time_diff,discharge_time,discharge_time_diff,max_temp_c,max_temp_c_diff,time_c,max_temp_d,max_temp_d_diff,time_d,Capacity
145,B0005,146,-44,-1,71.56765061,-0.28883821,24,0.076551938,2,2.7,10570.735,69.641,2381.5,-9.969,29.27193093,-0.19081637,1991.11,40.85874389,-0.18745162,2400.781,
146,B0005,147,-45,-1,71.27281792,-0.29483269,24,0.077302239,2,2.7,10804.765,234.03,2372.375,-9.125,29.36355716,0.09162623,1977.968,40.79196925,-0.06677464,2391.593,
147,B0005,148,-46,-1,71.00339836,-0.26941956,24,0.078435749,2,2.7,10037.5,-767.265,2372.578,0.203,29.66310389,0.29954673,1992.031,41.14127834,0.34930909,2391.937,
148,B0005,149,-47,-1,71.01941165,0.01601329,24,0.078534391,2,2.7,10555.125,517.625,2372.516,-0.062,29.60955186,-0.05355203,1987.063,41.14429319,0.00301485,2391.828,
149,B0005,150,-48,-1,71.01007124,-0.00934041,24,0.078660694,2,2.7,10807.328,252.203,2382.375,9.859,29.24035467,-0.36919719,1984.625,40.66184231,-0.48245088,2392.093,
150,B0005,151,-49,-1,71.31060558,0.30053434,24,0.080787739,2,2.7,10790.063,-17.265,2447.266,64.891,29.82861579,0.58826112,2110.594,41.04669454,0.38485223,2466.531,
151,B0005,152,-50,-1,73.26317762,1.95257204,24,0.081546514,2,2.7,10574.641,-215.422,2410.39,-36.876,29.74901259,-0.0796032,2053.547,41.04620532,-0.00048922,2429.687,
152,B0005,153,-51,-1,72.15404057,-1.10913705,24,0.081319221,2,2.7,10074.109,-500.532,2391.735,-18.655,29.56027515,-0.18873744,1991.906,40.86830264,-0.17790268,2410.953,
153,B0005,154,-52,-1,71.58834698,-0.56569359,24,0.081186491,2,2.7,10423.047,348.938,2382.281,-9.454,29.47561542,-0.08465973,1988.516,40.85283588,-0.01546676,2401.547,
154,B0005,155,-53,-1,71.2999244,-0.28842258,24,0.081686886,2,2.7,10534.046,110.999,2373.265,-9.016,29.41481245,-0.06080297,1994.406,40.85270645,-0.00012943,2392.593,
155,B0005,156,-54,-1,71.02843154,-0.27149286,24,0.08242889,2,2.7,10266.812,-267.234,2363.906,-9.359,29.39512417,-0.01968828,1953.016,40.82632518,-0.02638127,2373.703,
156,B0005,157,-55,-1,70.75055384,-0.2778777,24,0.08277242,2,2.7,10568.109,301.297,2363.547,-0.359,29.41002833,0.01490416,1968.438,40.90308837,0.07676319,2382.891,
157,B0005,158,-56,-1,70.73584495,-0.01470889,24,0.081666501,2,2.7,10798.344,230.235,2353.782,-9.765,29.31427764,-0.09575069,1968.5,40.84337405,-0.05971432,2373.125,
158,B0005,159,-57,-1,70.44464617,-0.29119878,24,0.080766384,2,2.7,10279.047,-519.297,2345.094,-8.688,29.36257236,0.04829472,1930.922,40.81792111,-0.02545294,2364.297,
159,B0005,160,-58,-1,70.18808229,-0.25656388,24,0.080408376,2,2.7,10299.39,20.343,2345.813,0.719,29.41197017,0.04939781,1968.718,40.94699385,0.12907274,2365.078,
160,B0005,161,-59,-1,70.20555816,0.01747587,24,0.080340961,2,2.7,10543.078,243.688,2346.016,0.203,29.44296145,0.03099128,1952.094,41.07493806,0.12794421,2365.312,
161,B0005,162,-60,-1,70.2083962,0.00283804,24,0.082195084,2,2.7,10430.109,-112.969,2336.094,-9.922,29.42301029,-0.01995116,1956.343,41.02476445,-0.05017361,2355.328,
162,B0005,163,-61,-1,69.91090088,-0.29749532,24,0.081299514,2,2.7,10154.094,-276.015,2336.234,0.14,29.34669424,-0.07631605,1963.141,41.06214199,0.03737754,2355.578,
163,B0005,164,-62,-1,69.9209427,0.01004182,24,0.083252513,2,2.7,10316.906,162.812,2327.578,-8.656,29.39247626,0.04578202,1945.328,40.98366326,-0.07847873,2346.812,
164,B0005,165,-63,-1,69.67263012,-0.24831258,24,0.082701937,2,2.7,10571.39,254.484,2318.109,-9.469,29.45185268,0.05937642,1916.609,40.98234243,-0.00132083,2327.75,
165,B0005,166,-64,-1,69.3785144,-0.29411572,24,0.082369834,2,2.7,9892.375,-679.015,2316.938,-1.171,29.48700719,0.03515451,1912.391,41.06375086,0.08140843,2336.282,
166,B0005,167,-65,-1,69.34884167,-0.02967273,24,0.082522118,2,2.7,10212.234,319.859,2355.609,38.671,29.07271588,-0.41429131,1948.25,41.04702959,-0.01672127,2365.219,
167,B0005,168,-66,-1,70.51032771,1.16148604,24,0.078657232,2,2.7,12.656,-10199.578,2383.953,28.344,23.38698326,-5.68573262,8.312,41.0510077,0.00397811,2393.578,
168,B0005,169,-67,-1,71.37561579,0.86528808,24,0.074792346,2,2.7,,,,,,,,,,,
169,B0006,1,61,,,,24,0.078541539,2,2.5,771.282,,,,27.35587045,,1058.438,39.16298653,,3690.234,
170,B0006,2,60,-1,100,,24,0.078541539,2,2.5,3608.812,2837.53,3690.234,,31.87497319,4.51910274,0,39.24620268,0.08321615,3672.344,
171,B0006,3,59,-1,99.49898508,-0.50101492,24,0.078541539,2,2.5,3617.391,8.579,3672.344,-17.89,32.14917261,0.27419942,5.547,38.99920246,-0.24700022,3651.641,
172,B0006,4,58,-1,98.91854699,-0.58043809,24,0.078541539,2,2.5,3570.687,-46.704,3651.641,-20.703,32.0170742,-0.13209841,5.453,38.84362777,-0.15557469,3631.563,
173,B0006,5,57,-1,98.9164979,-0.00204909,24,0.078541539,2,2.5,3544.828,-25.859,3631.563,-20.078,31.92107046,-0.09600374,5.453,38.97798888,0.13436111,3629.172,
174,B0006,6,56,-1,98.28975529,-0.62674261,24,0.078541539,2,2.5,3547,2.172,3629.172,-2.391,32.03240226,0.1113318,0,38.83989921,-0.13808967,3652.281,
175,B0006,7,55,-1,98.94668506,0.65692977,24,0.078541539,2,2.5,3512.532,-34.468,3652.281,23.109,32.00263278,-0.02976948,5.453,39.04610837,0.20620916,3650.828,
176,B0006,8,54,-1,98.90747926,-0.0392058,24,0.078541539,2,2.5,3512.328,-0.204,3650.828,-1.453,32.2043613,0.20172852,0,38.87507521,-0.17103316,3572.453,
177,B0006,9,53,-1,96.73038198,-2.17709728,24,0.078541539,2,2.5,3481.453,-30.875,3572.453,-78.375,32.08909051,-0.11527079,5.453,38.72605398,-0.14902123,3550.594,
178,B0006,10,52,-1,96.69974087,-0.03064111,24,0.078541539,2,2.5,3451.36,-30.093,3550.594,-21.859,31.99773144,-0.09135907,5.469,38.98629729,0.26024331,3551.25,
179,B0006,11,51,-1,96.16246466,-0.53727621,24,0.078541539,2,2.5,3448.75,-2.61,3551.25,0.656,32.16534007,0.16760863,5.453,38.65978862,-0.32650867,3530.25,
180,B0006,12,50,-1,95.59098009,-0.57148457,24,0.078541539,2,2.5,3415.688,-33.062,3530.25,-21,31.93681507,-0.228525,5.438,38.84979196,0.19000334,3491.016,
181,B0006,13,49,-1,95.05796547,-0.53301462,24,0.078541539,2,2.5,3361.125,-54.563,3491.016,-39.234,32.18060237,0.2437873,8.39,38.75128344,-0.09850852,3470.281,
182,B0006,14,48,-1,94.49439555,-0.56356992,24,0.078541539,2,2.5,3334.859,-26.266,3470.281,-20.735,32.07651148,-0.10409089,5.453,38.76853764,0.0172542,3470,
183,B0006,15,47,-1,93.93478209,-0.55961346,24,0.078541539,2,2.5,3312.657,-22.202,3470,-0.281,32.07848903,0.00197755,5.453,38.84686112,0.07832348,3450.297,
184,B0006,16,46,-1,93.4030169,-0.53176519,24,0.078541539,2,2.5,3300.125,-12.532,3450.297,-19.703,32.1053419,0.02685287,5.594,38.86588978,0.01902866,3429.407,
185,B0006,17,45,-1,92.81993332,-0.58308358,24,0.078541539,2,2.5,3267.671,-32.454,3429.407,-20.89,32.08585791,-0.01948399,5.437,38.64757873,-0.21831105,3409.484,
186,B0006,18,44,-1,92.2833824,-0.53655092,24,0.078541539,2,2.5,3233.672,-33.999,3409.484,-19.923,31.90883125,-0.17702666,0,38.79218188,0.14460315,3390.422,
187,B0006,19,43,-1,91.7572458,-0.5261366,24,0.078541539,2,2.5,3207.438,-26.234,3390.422,-19.062,32.04269707,0.13386582,5.532,38.77022224,-0.02195964,3390.281,
188,B0006,20,42,-1,91.7582059,0.0009601,24,0.078541539,2,2.5,3177.484,-29.954,3370.156,-20.266,28.59775386,-3.44494321,3443.609,37.543206,-1.22701624,3591.734,
189,B0006,21,41,-1,97.2628107,5.5046048,24,0.083353651,2,2.5,3507.391,329.907,3591.734,221.578,28.99993909,0.40218523,3770.672,37.90362578,0.36041978,3552.297,
190,B0006,22,40,-1,96.17814346,-1.08466724,24,0.081869829,2,2.5,3450.968,-56.423,3552.297,-39.437,28.95476708,-0.04517201,3688.406,37.67016051,-0.23346527,3531.578,
191,B0006,23,39,-1,95.60158598,-0.57655748,24,0.081239715,2,2.5,3406.031,-44.937,3531.578,-20.719,28.57388066,-0.38088642,3668.344,37.34166959,-0.32849092,3492.907,
192,B0006,24,38,-1,94.54186473,-1.05972125,24,0.081163277,2,2.5,3341.813,-64.218,3492.907,-38.671,28.35410438,-0.21977628,3615.188,37.28979017,-0.05187942,3511.594,
193,B0006,25,37,-1,95.60974758,1.06788285,24,0.081611843,2,2.5,3285.547,-56.266,3511.594,18.687,28.2923839,-0.06172048,3582.047,37.16794481,-0.12184536,3431.937,
194,B0006,26,36,-1,93.41978151,-2.18996607,24,0.080963781,2,2.5,3240.875,-44.672,3431.937,-79.657,28.21188042,-0.08050348,3535.703,37.51577849,0.34783368,3431.125,
195,B0006,27,35,-1,92.30283084,-1.11695067,24,0.081425045,2,2.5,3228.563,-12.312,3410.938,-20.999,28.18174576,-0.03013466,3498.484,37.24165964,-0.27411885,3412.406,
196,B0006,28,34,-1,91.79342735,-0.50940349,24,0.081294113,2,2.5,3171.641,-56.922,3392.25,-18.688,28.07594912,-0.10579664,3423.36,37.27233216,0.03067252,3390.531,
197,B0006,29,33,-1,91.19000284,-0.60342451,24,0.081819811,2,2.5,3138.922,-32.719,3370.266,-21.984,28.09963235,0.02368323,3450.859,37.2071345,-0.06519766,3350.25,
198,B0006,30,32,-1,90.65816916,-0.53183368,24,0.082209771,2,2.5,3105.203,-33.719,3330.265,-40.001,28.1510344,0.05140205,3400.594,37.4960777,0.2889432,3392.719,
199,B0006,31,31,-1,91.24918142,0.59101226,24,0.08164303,2,2.5,3062.063,-43.14,3372.547,42.282,28.39475478,0.24372038,3412.875,37.25007396,-0.24600374,3470.672,
200,B0006,32,30,-1,94.5679035,3.31872208,24,0.080860018,2,2.5,3219.484,157.421,3470.672,98.125,28.48233309,0.08757831,3540.312,37.39699052,0.14691656,3394.531,
201,B0006,33,29,-1,92.47761948,-2.09028402,24,0.081599892,2,2.5,3136.781,-82.703,3394.531,-76.141,28.58710835,0.10477526,3383.937,37.28520664,-0.11178388,3355.984,
202,B0006,34,28,-1,91.15326598,-1.3243535,24,0.081474239,2,2.5,3079.438,-57.343,3355.984,-38.547,28.29401083,-0.29309752,3420.5,37.08039042,-0.20481622,3346.938,
203,B0006,35,27,-1,90.36588819,-0.78737779,24,0.082079388,2,2.5,3024.516,-54.922,3327.594,-28.39,27.97080014,-0.32321069,3355.172,36.98024266,-0.10014776,3309.828,
204,B0006,36,26,-1,89.34830347,-1.01758472,24,0.082281358,2,2.5,2991.328,-33.188,3290.484,-37.11,28.1587919,0.18799176,3298.187,37.59874125,0.61849859,3280.875,
205,B0006,37,25,-1,89.09956825,-0.24873522,24,0.081581467,2,2.5,2961.688,-29.64,3280.875,-9.609,28.40104386,0.24225196,3309.954,37.33680915,-0.2619321,3261.735,
206,B0006,38,24,-1,88.2950255,-0.80454275,24,0.081923464,2,2.5,2915.031,-46.657,3252.063,-28.812,28.1322311,-0.26881276,3234.187,37.3949982,0.05818905,3233.11,
207,B0006,39,23,-1,87.50413874,-0.79088676,24,0.083596668,2,2.5,2872.094,-42.937,3223.344,-28.719,27.96696994,-0.16526116,3243.687,37.35233964,-0.04265856,3215.125,
208,B0006,40,22,-1,87.01323309,-0.49090565,24,0.08382622,2,2.5,2831.953,-40.141,3205.484,-17.86,27.75957411,-0.20739583,3121.594,37.58677382,0.23443418,3185.766,
209,B0006,41,21,-1,86.49529457,-0.51793852,24,0.082503094,2,2.5,2808.14,-23.813,3185.766,-19.718,28.31511908,0.55554497,3204.265,38.20704457,0.62027075,3176.766,
210,B0006,42,20,-1,85.99513842,-0.50015615,24,0.08271706,2,2.5,2786.422,-21.718,3167.235,-18.531,28.75943506,0.44431598,3147.5,38.34043189,0.13338732,3147.844,
211,B0006,43,19,-1,85.46456919,-0.53056923,24,0.082534811,2,2.5,2757.625,-28.797,3147.844,-19.391,28.68190613,-0.07752893,3128.359,38.52153967,0.18110778,3207.812,
212,B0006,44,18,-1,86.21059539,0.7460262,24,0.083092801,2,2.5,2762.094,4.469,3187.984,40.14,28.54486228,-0.13704385,3158.562,38.0370716,-0.48446807,3205.937,
213,B0006,45,17,-1,86.76394039,0.553345,24,0.08365079,2,2.5,2782.672,20.578,3196.234,8.25,28.22758632,-0.31727596,3209.907,37.93428569,-0.10278591,3148.359,
214,B0006,46,16,-1,85.18433255,-1.57960784,24,0.084332193,2,2.5,2710.171,-72.501,3138.812,-57.422,28.06710806,-0.16047826,3152.718,37.88470784,-0.04957785,3111.25,
215,B0006,47,15,-1,84.17895486,-1.00537769,24,0.084202719,2,2.5,2663.594,-46.577,3101.687,-37.125,28.06712836,2.03E-05,3096.14,38.06536873,0.18066089,3082.062,
216,B0006,48,14,-1,83.64252637,-0.53642849,24,0.082701704,2,2.5,2666.157,2.563,3082.062,-19.625,28.5769586,0.50983024,2997.235,39.78844048,1.72307175,3299.609,
217,B0006,49,13,-1,89.60279955,5.96027318,24,0.081200689,2,2.5,3067.11,400.953,3299.609,217.547,30.70897089,2.13201229,3357.844,39.21290318,-0.5755373,3280.953,
218,B0006,50,12,-1,88.83678133,-0.76601822,24,0.082324159,2,2.5,2941.344,-125.766,3271.344,-28.265,30.10669912,-0.60227177,3296.703,38.66937823,-0.54352495,3233.86,
219,B0006,51,11,-1,87.24651391,-1.59026742,24,0.083094593,2,2.5,2841.375,-99.969,3214.579,-56.765,29.36337297,-0.74332615,3265.703,38.51700652,-0.15237171,3158.156,
220,B0006,52,10,-1,85.722437,-1.52407691,24,0.08334843,2,2.5,2775.14,-66.235,3158.156,-56.423,29.0531084,-0.31026457,3147.718,38.2925053,-0.22450122,3139.781,
221,B0006,53,9,-1,84.95922454,-0.76321246,24,0.084148371,2,2.5,2708.656,-66.484,3130.297,-27.859,28.82460778,-0.22850062,3100.422,38.52091685,0.22841155,3101.828,
222,B0006,54,8,-1,83.92262113,-1.03660341,24,0.083399773,2,2.5,2669.703,-38.953,3092.312,-37.985,29.04334126,0.21873348,3054.953,38.95436345,0.4334466,3082.703,
223,B0006,55,7,-1,83.40608611,-0.51653502,24,0.084252201,2,2.5,2630.531,-39.172,3073.171,-19.141,29.04151688,-0.00182438,3077.125,38.73136385,-0.2229996,3055.157,
224,B0006,56,6,-1,82.64297087,-0.76311524,24,0.08529287,2,2.5,2582.875,-47.656,3045.657,-27.514,28.95476699,-0.08674989,2936.047,38.74827601,0.01691216,3026.656,
225,B0006,57,5,-1,82.12283012,-0.52014075,24,0.085667284,2,2.5,2538.593,-44.282,3026.656,-19.001,28.82776402,-0.12700297,2961.672,38.84227057,0.09399456,3017,
226,B0006,58,4,-1,81.59624949,-0.52658063,24,0.086861018,2,2.5,2506.453,-32.14,3007.453,-19.203,28.78688639,-0.04087763,2929.468,39.221382,0.37911143,2999.093,
227,B0006,59,3,-1,81.12271018,-0.47353931,24,0.086658736,2,2.5,2486,-20.453,2989.578,-17.875,29.20707546,0.42018907,2970.281,39.4665109,0.2451289,2979.671,
228,B0006,60,2,-1,80.58294274,-0.53976744,24,0.086728024,2,2.5,2450.015,-35.985,2970.203,-19.375,29.18554106,-0.0215344,2889.922,39.35265348,-0.11385742,2960.312,
229,B0006,61,1,-1,80.04568622,-0.53725652,24,0.087596556,2,2.5,2412.391,-37.624,2950.828,-19.375,29.09456272,-0.09097834,2845.687,39.31890647,-0.03374701,2923.922,
230,B0006,62,0,-1,79.04583679,-0.99984943,24,0.088169544,2,2.5,2365.953,-46.438,2914.406,-36.422,28.97206717,-0.12249555,2882.75,39.47196887,0.1530624,2914.422,
231,B0006,63,-1,-1,78.78420253,-0.26163426,24,0.088919955,2,2.5,2332.938,-33.015,2904.875,-9.531,28.84941378,-0.12265339,2763.172,39.74009699,0.26812812,2905.203,
232,B0006,64,-2,-1,78.56049146,-0.22371107,24,0.088384434,2,2.5,2317.625,-15.313,2895.641,-9.234,29.32911356,0.47969978,2792.796,39.03600072,-0.70409627,2886.484,
233,B0006,65,-3,-1,78.00314402,-0.55734744,24,0.088905254,2,2.5,2295.547,-22.078,2876.938,-18.703,29.17604172,-0.15307184,2751.625,39.16106396,0.12506324,2877.422,
234,B0006,66,-4,-1,77.77441843,-0.22872559,24,0.089426074,2,2.5,2249.813,-45.734,2867.953,-8.985,29.0618135,-0.11422822,2726.531,39.20051799,0.03945403,2849.25,
235,B0006,67,-5,-1,76.99644735,-0.77797108,24,0.089982875,2,2.5,2214.312,-35.501,2839.766,-28.187,28.90266344,-0.15915006,2714.921,39.15878418,-0.04173381,2839,
236,B0006,68,-6,-1,76.71182515,-0.2846222,24,0.090670268,2,2.5,2179.235,-35.077,2829.485,-10.281,28.8376985,-0.06496494,2660.407,39.18225957,0.02347539,2820.656,
237,B0006,69,-7,-1,76.21198548,-0.49983967,24,0.090565766,2,2.5,2148.281,-30.954,2811.156,-18.329,28.87949277,0.04179427,2623.078,39.38159157,0.199332,2811.109,
238,B0006,70,-8,-1,75.69624653,-0.51573895,24,0.091505492,2,2.5,2129.031,-19.25,2801.594,-9.562,28.9503839,0.07089113,2690.719,39.44712876,0.06553719,2783.469,
239,B0006,71,-9,-1,74.94156651,-0.75468002,24,0.09114843,2,2.5,2104.093,-24.938,2773.969,-27.625,28.93262714,-0.01775676,2627.75,39.40950591,-0.03762285,2782.891,
240,B0006,72,-10,-1,75.17952003,0.23795352,24,0.091776696,2,2.5,2068.297,-35.796,2773.36,-0.609,28.90808325,-0.02454389,2601.765,39.48443327,0.07492736,2772.954,
241,B0006,73,-11,-1,74.90927747,-0.27024256,24,0.092302019,2,2.5,2040.016,-28.281,2763.454,-9.906,28.89162013,-0.01646312,2533.188,39.44167626,-0.04275701,2754.844,
242,B0006,74,-12,-1,74.41268246,-0.49659501,24,0.092710272,2,2.5,2008.891,-31.125,2745.281,-18.173,28.90689149,0.01527136,2506.891,39.53866201,0.09698575,2745.797,
243,B0006,75,-13,-1,74.15927025,-0.25341221,24,0.092900942,2,2.5,1986.172,-22.719,2736.265,-9.016,28.86499948,-0.04189201,2537.36,39.58675479,0.04809278,2735.985,
244,B0006,76,-14,-1,73.89424929,-0.26502096,24,0.092888591,2,2.5,1963.641,-22.531,2726.5,-9.765,28.79786266,-0.06713682,2467.516,39.49975288,-0.08700191,2717.281,
245,B0006,77,-15,-1,73.37948252,-0.51476677,24,0.093553504,2,2.5,1930.531,-33.11,2707.781,-18.719,28.74080796,-0.0570547,2490.281,39.96863957,0.46888669,2716.563,
246,B0006,78,-16,-1,73.09019934,-0.28928318,24,0.093655164,2,2.5,1810.344,-120.187,2707.047,-0.734,29.03089109,0.29008313,2429.516,40.42668251,0.45804294,2792.61,
247,B0006,79,-17,-1,75.18593614,2.0957368,24,0.093756823,2,2.5,2010.375,200.031,2783.094,76.047,29.11199322,0.08110213,2552.109,40.02451449,-0.40216802,2727.11,
248,B0006,80,-18,-1,73.89810985,-1.28782629,24,0.093948563,2,2.5,1921.39,-88.985,2727.11,-55.984,28.54802206,-0.56397116,2507.031,40.02167483,-0.00283966,2718.407,
249,B0006,81,-19,-1,73.14557386,-0.75253599,24,0.094618095,2,2.5,1882.906,-38.484,2708.844,-18.266,28.44053978,-0.10748228,2389.406,40.07821178,0.05653695,2690,
250,B0006,82,-20,-1,72.63060119,-0.51497267,24,0.094911216,2,2.5,1856.016,-26.89,2680.422,-28.422,28.73984326,0.29930348,2400.578,40.56578933,0.48757755,2689.328,
251,B0006,83,-21,-1,72.63954583,0.00894464,24,0.094170198,2,2.5,1854.687,-1.329,2679.859,-0.563,29.32380653,0.58396327,2425.094,40.75221353,0.1864242,2680.735,
252,B0006,84,-22,-1,72.38184228,-0.25770355,24,0.093959838,2,2.5,1833.641,-21.046,2671.203,-8.656,29.28336283,-0.0404437,2391.187,40.71162611,-0.04058742,2670.328,
253,B0006,85,-23,-1,72.10187145,-0.27997083,24,0.094536411,2,2.5,1807.531,-26.11,2660.891,-10.312,29.14479925,-0.13856358,2393.859,40.58721297,-0.12441314,2651.578,
254,B0006,86,-24,-1,71.32130179,-0.78056966,24,0.095222241,2,2.5,1769.922,-37.609,2642.062,-18.829,28.7841111,-0.36068815,2326.969,40.3703579,-0.21685507,2642.938,
255,B0006,87,-25,-1,71.33577145,0.01446966,24,0.095755187,2,2.5,1738.906,-31.016,2633.375,-8.687,28.67948362,-0.10462748,2248.843,40.66792369,0.29756579,2633.734,
256,B0006,88,-26,-1,71.10115176,-0.23461969,24,0.095332244,2,2.5,1738.39,-0.516,2624.218,-9.157,29.19580828,0.51632466,2305.281,40.99035688,0.32243319,2633.359,
257,B0006,89,-27,-1,71.08667461,-0.01447715,24,0.096363725,2,2.5,1736.156,-2.234,2623.859,-0.359,29.37304931,0.17724103,2325.578,40.99774403,0.00738715,2624.14,
258,B0006,90,-28,-1,70.83219017,-0.25448444,24,0.094446254,2,2.5,1848.016,111.86,2886.625,262.766,29.14752722,-0.22552209,2463.5,40.52220493,-0.4755391,2811.422,
259,B0006,91,-29,-1,78.29593805,7.46374788,24,0.090481963,2,2.5,2014.219,166.203,2801.844,-84.781,29.81883267,0.67130545,2554.844,40.57746835,0.05526342,2755.203,
260,B0006,92,-30,-1,75.97708825,-2.3188498,24,0.091859489,2,2.5,1935.687,-78.532,2745.687,-56.157,29.65510562,-0.16372705,2503.844,40.51696388,-0.06050447,2727.078,
261,B0006,93,-31,-1,74.42036144,-1.55672681,24,0.093246899,2,2.5,1874.141,-61.546,2717.609,-28.078,29.39030854,-0.26479708,2468.625,40.34325382,-0.17371006,2698.468,
262,B0006,94,-32,-1,73.64766489,-0.77269655,24,0.093517082,2,2.5,1822.375,-51.766,2689.015,-28.594,29.20547768,-0.18483086,2437.156,40.39341127,0.05015745,2680.359,
263,B0006,95,-33,-1,72.86806283,-0.77960206,24,0.093781137,2,2.5,1787.969,-34.406,2670.844,-18.171,29.15321665,-0.05226103,2440.25,40.46341487,0.0700036,2661.859,
264,B0006,96,-34,-1,72.36963976,-0.49842307,24,0.094266652,2,2.5,1759.609,-28.36,2652.343,-18.501,29.22524462,0.07202797,2351.594,40.58182641,0.11841154,2651.781,
265,B0006,97,-35,-1,71.8681975,-0.50144226,24,0.095372288,2,2.5,1737.438,-22.171,2642.25,-10.093,29.2158057,-0.00943892,2367.047,40.61670777,0.03488136,2633.688,
266,B0006,98,-36,-1,71.33148204,-0.53671546,24,0.095792259,2,2.5,1711.704,-25.734,2624.188,-18.062,29.22328146,0.00747576,2310.829,40.63164766,0.01493989,2623.813,
267,B0006,99,-37,-1,71.0873258,-0.24415624,24,0.096269979,2,2.5,1689.25,-22.454,2614.297,-9.891,29.23187291,0.00859145,2332.234,40.74323384,0.11158618,2615.031,
268,B0006,100,-38,-1,70.81775553,-0.26957027,24,0.095190443,2,2.5,1670.953,-18.297,2605.531,-8.766,29.27260084,0.04072793,2330.157,40.81715494,0.0739211,2605.781,
269,B0006,101,-39,-1,70.3181011,-0.49965443,24,0.096159388,2,2.5,1653.844,-17.109,2596.281,-9.25,29.24185695,-0.03074389,2269.719,40.72877617,-0.08837877,2586.453,
270,B0006,102,-40,-1,70.06330175,-0.25479935,24,0.095792077,2,2.5,1624.625,-29.219,2576.906,-19.375,29.20398617,-0.03787078,2215.094,41.45494453,0.72616836,2595.875,
271,B0006,103,-41,-1,69.79125508,-0.27204667,24,0.096265944,2,2.5,1595.468,-29.157,2586.344,9.438,29.53005341,0.32606724,2360.031,41.39678877,-0.05815576,2642.735,
272,B0006,104,-42,-1,69.80171886,0.01046378,24,0.094000396,2,2.5,1730.422,134.954,2633.266,46.922,30.00313654,0.47308313,2336.531,41.36669474,-0.03009403,2605.86,
273,B0006,105,-43,-1,71.35208482,1.55036596,24,0.095169673,2,2.5,1668.015,-62.407,2596.422,-36.844,29.80817766,-0.19495888,2256.609,41.37787352,0.01117878,2585.985,
274,B0006,106,-44,-1,70.33514436,-1.01694046,24,0.095790795,2,2.5,1633.75,-34.265,2576.422,-20,29.64273804,-0.16543962,2281.86,41.14095609,-0.23691743,2567.515,
275,B0006,107,-45,-1,69.52241031,-0.81273405,24,0.096610959,2,2.5,1591.437,-42.313,2558.031,-18.391,29.42422704,-0.218511,2170.953,41.21688132,0.07592523,2557.719,
276,B0006,108,-46,-1,69.26276785,-0.25964246,24,0.096416338,2,2.5,1569.343,-22.094,2548.235,-9.796,29.52818163,0.10395459,2151.515,41.40391882,0.1870375,2540.469,
277,B0006,109,-47,-1,69.02625512,-0.23651273,24,0.096159811,2,2.5,1569.265,-0.078,2531.016,-17.219,29.84144132,0.31325969,2148.39,41.58657133,0.18265251,2539.938,
278,B0006,110,-48,-1,68.54707065,-0.47918447,24,0.095852934,2,2.5,1545.828,-23.437,2530.453,-0.563,29.81401566,-0.02742566,2211.438,41.43504078,-0.15153055,2530.704,
279,B0006,111,-49,-1,68.51612182,-0.03094883,24,0.096321488,2,2.5,1515.359,-30.469,2521.172,-9.281,29.43243893,-0.38157673,2165.203,41.37436881,-0.06067197,2520.593,
280,B0006,112,-50,-1,68.25978767,-0.25633415,24,0.097902553,2,2.5,1500.297,-15.062,2511.062,-10.11,29.52637911,0.09394018,2073.781,41.66477949,0.29041068,2511.235,
281,B0006,113,-51,-1,67.99058561,-0.26920206,24,0.09747689,2,2.5,1503.187,2.89,2501.719,-9.343,29.78578483,0.25940572,2131.141,41.8181683,0.15338881,2511.281,
282,B0006,114,-52,-1,67.49157633,-0.49900928,24,0.097453391,2,2.5,1492.844,-10.343,2501.703,-0.016,29.93801622,0.15223139,2093.563,41.686647,-0.1315213,2502.672,
283,B0006,115,-53,-1,67.73352958,0.24195325,24,0.096797934,2,2.5,1470.734,-22.11,2493.141,-8.562,29.71578473,-0.22223149,2093.125,41.56538289,-0.12126411,2492.906,
284,B0006,116,-54,-1,67.4954384,-0.23809118,24,0.097840376,2,2.5,1448.531,-22.203,2483.344,-9.797,29.46686588,-0.24891885,2102.75,41.4639481,-0.10143479,2483.625,
285,B0006,117,-55,-1,67.22511609,-0.27032231,24,0.097826573,2,2.5,1427.078,-21.453,2474.11,-9.234,29.44903955,-0.01782633,2094.187,41.61236342,0.14841532,2474.141,
286,B0006,118,-56,-1,66.98163537,-0.24348072,24,0.097259056,2,2.5,1432.766,5.688,2464.532,-9.578,29.80185612,0.35281657,2065.969,42.00754045,0.39517703,2474.578,
287,B0006,119,-57,-1,66.72586504,-0.25577033,24,0.096343703,2,2.5,1442.141,9.375,2465.047,0.515,30.136443,0.33458688,2040.609,41.61679232,-0.39074813,2511.438,
288,B0006,120,-58,-1,66.48867967,-0.23718537,24,0.097384688,2,2.5,1546.812,104.671,2511.438,46.391,29.90459687,-0.23184613,2227.797,41.80245063,0.18565831,2558.422,
289,B0006,121,-59,-1,68.00643687,1.5177572,24,0.097438554,2,2.5,1563.172,16.36,2548.859,37.421,30.09638401,0.19178714,2152.688,41.65300478,-0.14944585,2521.078,
